"lagoslakeid","site_id","site_legacyid","site_legacyname","site_lat_decdeg","site_lon_decdeg"
318414,"318414-AA","USGS-06093000","Four Horns Lake near Heart Butte MT",48.3424725,-112.6975593
326931,"326931-AA","USGS-451855107553001","BL-1 Afterbay below Yellowtail Dam",45.31525,-107.9251111
330015,"330015-AA","USGS-452206104282201","Reservoir 36--sidney Reservoir",45.368324,-104.473287
332124,"332124-AA","USGS-452549104373001","Reservoir 35--ridge Reservoir",45.4302692,-104.6255146
317385,"317385-AB","USGS-452702111393001","Lower Ennis Lake near Ennis, MT",45.4504835,-111.659139
328709,"328709-AA","USGS-453258105421001","03S49E29ACC               STOCK RESERVOIR    058",45.54944,-105.703328
328208,"328208-AA","USGS-453438105391701","03S49E15AD                STOCK RESERVOIR    058",45.5772181,-105.6552712
328209,"328209-AA","USGS-453652105383001","02S49E35DCB               STOCK RESERVOIR    058",45.6144411,-105.642215
327715,"327715-AA","USGS-453812105403001","02S49E28AAD               STOCK RESERVOIR    058",45.6366639,-105.6755486
333211,"333211-AA","USGS-453933104295701","Reservoir 34--jack Rabbit Detention Dam",45.6591624,-104.4996739
317812,"317812-AB","USGS-462530111314401","Canyon Ferry Lake nr Townsend, MT",46.425,-111.529
319102,"319102-AA","USGS-462642112101901","Park Lake near Rimini MT",46.4449313,-112.172783
329900,"329900-AA","USGS-465223105384001","Reservoir 30--grant Reservoir",46.8730616,-105.6450016
329929,"329929-AA","USGS-465339104383601","Reservoir 33--big Drop Reservoir",46.8941773,-104.643845
460508,"460508-AA","USGS-470436112550701","Coopers Lake near Ovando MT",47.0766073,-112.9194935
320763,"320763-AA","USGS-473447106353201","Reservoir 26--mid-flat Creek Reservoir",47.5797263,-106.5928268
319684,"319684-AA","USGS-473527106340001","Reservoir 27--coldwell Reservoir No.2",47.5908377,-106.5672695
318708,"318708-AD","USGS-474023112014901","Freezeout Wma Pond 5 (3) nr Fairfield MT (s-37)",47.6730071,-112.0311172
318326,"318326-AA","USGS-474037112021401","Freezeout Wma Pond 5 (1) nr Fairfield MT (s-75)",47.676896,-112.0380622
318417,"318417-AN","USGS-474117112031401","Freezeout Lake (24) nr Fairfield MT (s-38)",47.6880072,-112.0547303
457978,"457978-AA","USGS-481334115504601","Bull Lake South near Troy",48.2260527,-115.8471069
318261,"318261-AA","USGS-481710112542001","Horn Lake near Heart Butte MT",48.2860773,-112.9064569
318847,"318847-AA","USGS-481850112544001","Twin Lakes near Heart Butte MT",48.3138558,-112.9120138
322941,"322941-AA","USGS-482425107350001","Dry Lake near Saco MT",48.4069407,-107.5839908
322941,"322941-AA","USGS-482430107350001","Dry Lake Unit (site 11)",48.4083296,-107.5839908
460262,"460262-AA","USGS-482514115490001","Savage Lake near Troy",48.4205002,-115.8176682
318647,"318647-AA","USGS-483350112504001","Kipp Lake near Blackfoot MT",48.5638646,-112.8453532
322924,"322924-AA","USGS-483540106431001","Site 2 Langdon Reservoir",48.5944657,-106.7200453
321897,"321897-AA","USGS-484000106374001","Site 3 Vr-82",48.6666898,-106.6283734
322152,"322152-AA","USGS-485000107373001","Site 16 White Water Lake (north)",48.8333439,-107.6256447
322642,"322642-AA","USGS-485050106592001","Site 6 nr Lloyd Jones Place",48.8472413,-106.9895015
316920,"316920-AA","USGS-485148113194001","Duck Lake nr Babb MT",48.8633153,-113.3287089
323167,"323167-AA","USGS-485350106512001","Site 5 Thoenys Reservoir",48.8972439,-106.8561619
323176,"323176-AA","USGS-485520106414001","Site 4 Vr-77",48.9222457,-106.6950437
153252,"153252-AA","USGS-0208480275","WEST FK ENO R RESERVOIR AT DAM NR CEDAR GROVE, NC",36.1492778,-79.17105
152959,"152959-AA","USGS-0208524845","LITTLE RIVER RESERVOIR AT DAM NEAR BAHAMA, NC",36.115,-78.8691667
153842,"153842-AA","USGS-02086490","LAKE MICHIE AT DAM NR BAHAMA, NC",36.1508333,-78.83
154146,"154146-AA","USGS-02086569","LAKE BUTNER AT DAM NEAR BUTNER, NC",36.1669444,-78.7722222
152064,"152064-AB","USGS-0208703650","FALLS LAKE AT STATE HWY 50 NR SANDY PLAIN, NC",36.0152778,-78.6911111
153841,"153841-AA","USGS-02087588","LAKE WHEELER ON SWIFT CREEK NEAR RALEIGH, NC",35.6944444,-78.6938889
152390,"152390-AA","USGS-02087701","LAKE BENSON AT DAM NEAR GARNER, NC",35.6625,-78.6113889
156208,"156208-AA","USGS-0209684980","CANE CR RESERVOIR AT DAM NR WHITE CROSS, NC",35.95,-79.2411111
154413,"154413-AA","USGS-0209749990","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",35.8969444,-79.0922222
156501,"156501-AH","USGS-0209799150","B.E. JORDAN LAKE AB US HWY 64 AT WILSONVILLE, NC",35.7416667,-79.0191667
155780,"155780-AA","USGS-0210382097","GLENVILLE LK INFL PIPE FM BIG CROSS CR AT FAYETTV",35.0698859,-78.8969703
164465,"164465-AA","USGS-0214262175","LAKE NORMAN (WORK CREEK ARM) NR MT MOURNE, NC",35.5334694,-80.8795185
342596,"342596-AA","USGS-06348488","SWEETBRIAR LAKE (DEEP) NR JUDSON, ND",46.8644405,-101.2593086
338600,"338600-AA","USGS-06348882","CROWN BUTTE LAKE (DEEP) NR MANDAN, ND",46.8649943,-101.0876378
339022,"339022-AC","USGS-06354988","BOWMAN-HALEY LAKE NEAR HALEY, ND",45.985003,-103.2457325
353802,"353802-AC","USGS-06468380","ARROWWOOD LK OUTFLOW SITE",47.2652742,-98.8481632
353800,"353800-AA","USGS-06469820","PIPESTEM RESERVOIR NR JAMESTOWN, ND",46.9622122,-98.7534379
339213,"339213-AA","USGS-455941102380300","MIRROR LAKE AT HETTINGER, ND  DEEP",45.9947278,-102.6346017
338176,"338176-AA","USGS-460228099270001","LAKE HOSKINS (DEEP) NEAR ASHLEY, ND",46.0410861,-99.4503929
316078,"316078-AA","USGS-460251096555600","LAKE ELSIE (DEEP) NR HANKINSON, ND",46.0474588,-96.9325818
337325,"337325-AA","USGS-460855103282801","KALINA RESERVOIR (DEEP) NEAR BOWMAN, ND",46.1486166,-103.4749099
354491,"354491-AA","USGS-461758098161500","LAKE LAMOURE NR LAMOURE, ND  DEEP",46.2994118,-98.2712109
314507,"314507-AB","USGS-464059098020700","CLAUSEN SPRINGS LAKE (DEEP) NR KATHRYN, ND",46.6830323,-98.0356549
342601,"342601-AA","USGS-464908099445801","LAKE ISABEL (DEEP) NEAR DAWSON, ND",46.8188723,-99.7498286
316709,"316709-AA","USGS-465127098092600","MOON LAKE (DEEP) NR SANBORN, ND",46.8574827,-98.1575941
337263,"337263-AA","USGS-465202102495200","E. A. PATTERSON LAKE SITE 1",46.8672316,-102.831568
350988,"350988-AB","USGS-470427098345800","SPIRITWOOD LAKE (DEEP) NR WIMBLEDON, ND",47.0741581,-98.5831534
315375,"315375-AC","USGS-470535098010800","LAKE ASHTABULA SITE 3L1",47.0930556,-98.0188889
337703,"337703-AA","USGS-471229100572500","SOUTH-SIDE PAINTED WOODS LAKE, ND",47.2080479,-100.9573633
337703,"337703-AA","USGS-471229100572800","PAINTED WOODS LAKE NR WASHBURN, ND",47.2080479,-100.9581966
341350,"341350-AA","USGS-471948100400800","NEW JOHNS LAKE",47.33,-100.6688889
339604,"339604-AB","USGS-473058100272200","McCLUSKY CANAL AT HOFFER LAKE",47.5161111,-100.4561111
332622,"332622-AD","USGS-473629101154100","LAKE AUDUBON NR SNAKE CREEK PUMP PLANT",47.607777,-101.2629345
332619,"332619-CD","USGS-473633101161400","LAKE SAKAKAWEA NEAR LAKE AUDUBON, ND",47.6091659,-101.2709902
340399,"340399-AA","USGS-474600100515800","STRAWBERRY LAKE (DEEP) NR RUSO, ND",47.7666684,-100.866533
316654,"316654-AA","USGS-474844098363800","150-062-17ADAD  BATTLE LAKE",47.8122204,-98.6109376
314436,"314436-AA","USGS-474920098373900","150-062-08CBDB",47.8222205,-98.6278826
315745,"315745-AA","USGS-475012098475200","150-064-01CCA  HORSESHOE LAKE",47.8366648,-98.7981649
316258,"316258-AA","USGS-475159098415900","151-063-27DACB  SHIN BONE LAKE",47.8663877,-98.700107
313994,"313994-AD","USGS-475350098501300","151-064-15CAAB, WOOD LAKE",47.897221,-98.8373348
315155,"315155-AB","USGS-475406098442900","151-063-17AACD  ELBOW LAKE",47.9016659,-98.7417752
316110,"316110-AA","USGS-475410098442400","151-063-17AADB  FREE PEOPLES LAKE",47.902777,-98.7403863
315117,"315117-AA","USGS-475454099055500","TWIN LAKE OUTLET 5 NEAR FORT TOTTEN, ND",47.9149988,-99.0990137
314411,"314411-AB","USGS-475502098473300","151-064-12BADA  GRAVES LAKE",47.9172215,-98.7928888
315862,"315862-AA","USGS-475551099064700","TWIN LAKE OUTLET 3 AND 4 NEAR FORT TOTTEN, ND",47.9308322,-99.1134594
316108,"316108-AB","USGS-475645098473000","152-064-35ABCA  SPRING LAKE",47.9466662,-98.8103903
315863,"315863-AA","USGS-475654099064300","TWIN LAKE OUTLET 2 NEAR FORT TOTTEN, ND",47.9483323,-99.1123489
315493,"315493-AA","USGS-475717099064100","TWIN LAKE OUTLET 1 NEAR FORT TOTTEN, ND",47.9547212,-99.1117936
316222,"316222-AA","USGS-475917098591100","DEVILS LAKE:  SITE 9-FORT TOTTEN BAY",47.9880542,-98.9867894
316490,"316490-AA","USGS-475944099161600","LONG LAKE NEAR FORT TOTTEN, ND",47.9955561,-99.2715237
334169,"334169-AA","USGS-480032101314701","RICE LAKE (DEEP) NEAR RYDER, ND",48.0088972,-101.5301647
332618,"332618-AD","USGS-480354103502800","LAKE TRENTON NO. 2",48.0650226,-103.8415934
314256,"314256-AD","USGS-480623099013400","DEVILS LAKE SITE 2 SIXMILE BAY (TH9)",48.1063887,-99.0265167
316501,"316501-AA","USGS-481334097553300","MATECJEK RESERVOIR (DEEP) NR DAHLEN, ND",48.2261061,-97.9262056
315369,"315369-AB","USGS-481335098492000","SWEETWATER LAKE NR WEBSTER, ND",48.226392,-98.8226217
331210,"331210-AA","USGS-481419103083301","KOTA RA RESERVOIR (DEEP) NEAR WHEELOCK, ND",48.2386313,-103.1429625
331222,"331222-AA","USGS-483255103014501","159-96-36CDA",48.5486372,-103.0296268
311915,"311915-AA","USGS-483540100384800","J. CLARK SALYER POOL 320 ABOVE UPHAM, ND",48.5944484,-100.6470816
311093,"311093-AA","USGS-483754100425700","J. CLARK SALYER POOL 326 BELOW UPHAM, ND",48.6316742,-100.7162512
313634,"313634-AA","USGS-484019100471200","J. CLARK SALYER POOL 332 NR KRAMER, ND",48.671956,-100.7870888
314644,"314644-AA","USGS-484636097445500","LAKE RENWICK (DEEP) NEAR AKRA, ND",48.7766612,-97.7489814
311893,"311893-AD","USGS-485226099451800","BELCOURT LAKE, ND SITE 4",48.8738943,-99.7554224
312524,"312524-AA","USGS-485959100255401","OLSON SPHAGNUM BOG 164-075-29BBB",48.9997367,-100.4320917
383119,"383119-AA","USGS-370208095232900","EDNA CITY LAKE, KS",37.0356312,-95.391639
382583,"382583-AA","USGS-370831095172500","ALTAMONT WEST LAKE, KS",37.1420132,-95.2905253
361969,"361969-AC","USGS-404318099562601","PLUM CREEK INLET JOHNSON LAKE",40.7219444,-99.9405556
358467,"358467-AA","USGS-410421101081801","GGS Evaporation Pond",41.0725,-101.1383333
384574,"384574-AA","USGS-370901096122100","SEDAN LOWER CITY LAKE, KS",37.1503286,-96.2061039
383968,"383968-AA","USGS-372322096190400","MOLINE RESERVOIR, KS",37.3894798,-96.318055
382241,"382241-AA","USGS-372741096133800","POLK DANIELS LAKE, KS",37.4614245,-96.2274936
385349,"385349-AA","USGS-375159095444300","YATES CENTER RESERVOIR, KS",37.8664256,-95.7455396
457584,"457584-AA","USGS-10244740","176  N30 E58 29ABB 1    OVERLAND LAKE NR RUBY VLY",40.459651,-115.4564411
456880,"456880-AA","USGS-10312900","043  N36 E61  5BDC 1    GREYS LAKE NR WELCOME, NV",41.0329775,-115.116995
456839,"456839-AA","USGS-10316200","176  N32 E59 18DD  1    VERDI LAKE NR LAMOILLE, NV",40.6485376,-115.353664
456730,"456730-AA","USGS-10316420","045  N32 E58 36AAC 1    ISLAND LAKE NR LAMOILLE, N",40.6152048,-115.3819976
456879,"456879-AA","USGS-10318550","046  N31 E58 11D   1    LIBERTY LAKE NR LEE, NV",40.579094,-115.3942194
456859,"456859-AA","USGS-10318600","046  N31 E58 14A   1    FAVRE LAKE NR LEE, NV",40.5732608,-115.3961638
456895,"456895-AA","USGS-10318700","046  N31 E58 14C   1    CASTLE LAKE NR LEE, NV",40.5688164,-115.3992194
456858,"456858-AA","USGS-10318800","046  N31 E58 22A   1    N FURLONG LAKE NR LEE, NV",40.5565944,-115.4128307
457347,"457347-AA","USGS-390621119543201","SPOONER LAKE WEST, NV SAMPLING POINT",39.1058056,-119.908861
457347,"457347-AA","USGS-390622119542601","SPOONER LAKE SOUTH, NV SAMPLING POINT",39.1060278,-119.9073333
457347,"457347-AA","USGS-390625119542801","SPOONER LAKE SAMPLE SITE NR CENTER",39.1068526,-119.9087945
457120,"457120-AA","USGS-392730119040801","LAHONTAN RES SAMPLE POINT NR GATEHOUSE",39.4584722,-119.0688333
3348,"3348-AA","USGS-383624082375300","LAKE VESUVIUS AB DAM NR IRONTON OH",38.6067463,-82.6312727
3997,"3997-AA","USGS-385331082360500","JACKSON LK AB DAM AT SITE L-1 NR OAK HILL OH",38.89202,-82.6012738
459,"459-AA","USGS-385539082211200","TYCOON LK NR MIDPOINT AT SITE L-1 NR VINTON OH",38.9275773,-82.3532089
1821,"1821-AB","USGS-390116084091300","EAST FORK LAKE AB DAM (L-1) NR BETHEL OH",39.0211752,-84.1535458
3253,"3253-AA","USGS-390320082410000","HAMMERTOWN LK AB DAM (L-1) NR JACKSON OH",39.0556276,-82.6832223
2052,"2052-AA","USGS-390531081460500","FORKED RUN LK AB DAM AT SITE L-1 NR POMEROY OH",39.0920226,-81.7679097
3972,"3972-AA","USGS-391033082311000","LK RUPERT AB DAM (L-1) NR HAMDEN OH",39.1759047,-82.5193255
3423,"3423-AA","USGS-391111083263200","ROCKY FORK LK AB DAM NR RAINSBORO OH",39.1864548,-83.4421377
1637,"1637-AC","USGS-391258084045900","STONELICK LK AB DAM NR EDENTON OH",39.2161726,-84.082989
2784,"2784-AA","USGS-391450083212200","PAINT CREEK LK AB DAM NR BAINBRIDGE OH",39.2472873,-83.3560245
3770,"3770-AA","USGS-391459082112000","SNOWDEN LK AB DAM (L-1) NR ALBANY OH",39.2497954,-82.1887578
3066,"3066-AC","USGS-391537084295000","WINTON LK USA NR CINCINNATTI OH",39.2603354,-84.4971659
1519,"1519-AA","USGS-391805082110500","FOX LK AB DAM (L-1) NR NEW MARSHFIELD OH",39.3014614,-82.1845913
2202,"2202-AA","USGS-391914082211800","LAKE HOPE AB DAM NR ZALESKI OH",39.3206262,-82.3548746
1728,"1728-AB","USGS-392005082542200","ROSS LK AB DAM (L-1) NR CHILLICOTHE OH",39.3347869,-82.90601
2930,"2930-AA","USGS-392014082010500","DOW LK AB DAM AT SITE L-1 NR ATHENS OH",39.3372957,-82.0179195
2007,"2007-AA","USGS-392041081385400","VETO LK AB DAM AT SITE L-1 NR VETO OH",39.3447968,-81.648184
451,"451-AA","USGS-392317083552100","COWAN LK AB DAM NR WILMINGTON OH",39.3881171,-83.9224294
2350,"2350-AA","USGS-392910084033500","CAESAR C LK AB DAM AT SITE L-1 NR HAREYSBURG OH",39.4861717,-84.0596556
128587,"128587-AA","USGS-393208082270200","LAKE LOGAN AB DAM NR LOGAN OH",39.6522882,-82.4504335
1590,"1590-AD","USGS-393226082031900","BURR OAK RE AB DAM NR GLOUSTER OH",39.5406258,-82.0551436
447,"447-AA","USGS-393333084441400","ACTON LK AB DAM NR OXFORD OH",39.5592192,-84.7371759
2861,"2861-AA","USGS-393717083130200","DEER CREEK LK AB DAM NR PANCOASTBURG OH",39.6214507,-83.217135
3025,"3025-AA","USGS-393735082530900","HARGUS LK AB DAM AT SITE L-1 NR CIRCLEVILLE OH",39.6264517,-82.8857326
3261,"3261-AA","USGS-394402082125900","NEW LEXINGTON RES AB DAM (LI-1) NR NEW LEXING OH",39.7339579,-82.2162585
1733,"1733-AA","USGS-394558082180200","CLOUSE LK AB DAM (L-1) NR SOMERSET OH",39.7661791,-82.300428
2436,"2436-AA","USGS-394727081324600","WOLF RUN LK AB DAM AT BELLE VALLEY OH",39.790906,-81.5459576
1926,"1926-AA","USGS-394840082265700","L3 RESERVOIR VI D NR OAKTHORPE OH",39.8111762,-82.4490444
2097,"2097-AA","USGS-395159083223600","MADISON LK (L-1) NR LONDON OH",39.8664496,-83.3765846
1224,"1224-AA","USGS-395431081093800","BARNESVILLE RE AB DAM (L-1) NR BARNESVILLE OH",39.9086824,-81.1603849
2246,"2246-AC","USGS-395433081250100","Seneca Lake at Swimming Beach near Senecaville, OH",39.9091667,-81.4169444
984,"984-AH","USGS-395548082274300","BUCKEYE LK AT MIDPOINT NR BUCKEYE LAKE OH",39.9300644,-82.461822
3662,"3662-AA","USGS-395652083393700","LAKE CLARK NR SPRINGFIELD OH",39.947838,-83.6602026
929,"929-AB","USGS-395702083443800","CLARENCE J BROWN RE AB DAM NR SPRINGFIELD OH",39.9506157,-83.7438155
4031,"4031-AD","USGS-395939082050500","DILLON RE NR ZANESVILLE OH",39.9942338,-82.0845834
3603,"3603-AB","USGS-400617081331600","SALT FORK LK AB DAM NR CAMBRIDGE OH",40.1047935,-81.5542872
3007,"3007-AC","USGS-400636082530200","HOOVER RE AB DAM NR WESTERVILLE OH",40.1100633,-82.8837898
855,"855-AA","USGS-400918081510200","WILLS CREEK RE NR ADAMSVILLE OH",40.1550711,-81.8504084
2211,"2211-AD","USGS-400925081105700","Piedmont Lake near Piedmont OH",40.1569444,-81.1825
2226,"2226-AA","USGS-401121082575100","ALUM CREEK LK AB DAM NR AFRICA OH",40.1892293,-82.9640712
647,"647-AA","USGS-401612081164000","CLENDENING LK AB DAM AT TIPPECANOE OH",40.2700672,-81.2776084
494,"494-AF","USGS-401926081105100","Tappan Lake at Main Swimmers Beach OH",40.3238889,-81.1808333
22013,"22013-AA","USGS-402740080474000","JEFFERSON LK AB DAM (L-1) NR RICHMOND OH",40.4611768,-80.7942488
1500,"1500-AA","USGS-402942082313100","KNOX LK AB DAM NR FREDERICKTOWN OH",40.4950609,-82.5251652
3111,"3111-AA","USGS-403024082345100","N BR OF KOKOSING LK NR MANSFIELD OH 40302408234510",40.5067273,-82.5807234
3452,"3452-AW","USGS-403139084293900","Grand Lake Ohio central buoy B-1",40.5276167,-84.4941833
543,"543-AB","USGS-403219081155500","Atwood Lake at Main Swimmers Beach OH",40.5386111,-81.2652778
2396,"2396-AA","USGS-403815080450100","HIGHLANDTOWN RE AB DAM AT SITE L-1 OH",40.6375624,-80.750078
661,"661-AA","USGS-404152082363300","CLEAR FORK RE AB DAM NR LEXINGTON OH",40.6978356,-82.6090612
3895,"3895-AA","USGS-404428082214600","CHARLES MILL LK AB DAM AT SITE L-1 OH",40.7411686,-82.3626631
2745,"2745-AA","USGS-404746080520900","GUILFORD LK AB DAM NR LISBON OH",40.7961705,-80.8689728
3457,"3457-AA","USGS-405544081313700","NIMISILA RE AB DAM AT COMET OH",40.9289453,-81.5267851
3915,"3915-AA","USGS-405747081321700","TURKEYFOOT LK AT MIDPOINT NR AKRON OH",40.9631115,-81.5378963
1479,"1479-AA","USGS-405815081071400","DEER CREEK RE AB DAM NR ALLIANCE OH",40.9708915,-81.1203757
899,"899-AA","USGS-405953081313900","EAST RE (L-1) NR AKRON OH",40.9981113,-81.5273396
2285,"2285-AA","USGS-410032081323000","LONG LK AT MIDPOINT NR AKRON OH",41.0089445,-81.541507
939,"939-AA","USGS-410135083340000","FINDLAY RE 2 CTY OF FINDLAY NR FINDLAY OH",41.0264427,-83.566596
2057,"2057-AC","USGS-410202080595100","BERLIN LK AB DAM NR ALLIANCE OH",41.0339469,-80.9973141
12639,"12639-AB","USGS-410323081324700","SUMMIT LK NR MIDPOINT AT AKRON OH",41.0564445,-81.5462293
258735,"258735-AA","USGS-410331081223900","MOGADORE RE AB DAM NR MOGADORE OH",41.0586677,-81.3773318
675,"675-AA","USGS-410350082393000","WILLARD CITY RE AB INTAKE (L-1) NR WILLARD OH",41.0639439,-82.6582325
96898,"96898-AA","USGS-410351080404300","NEWPORT LK AB DAM (L-1) NR YOUNGSTOWN OH",41.0642251,-80.6784091
3855,"3855-AA","USGS-410736080583900","LK MILTON AB DAM (L-1) NR CRAIG BEACH OH",41.1267239,-80.9773133
104000,"104000-AA","USGS-410800083383800","VAN BUREN LK AB DAM AT SITE (L-1) NR VANBUREN OH",41.1333862,-83.6438211
1642,"1642-AA","USGS-410805082124000","FINDLEY LK AB DAM (L-1) NR WELLINGTON OH",41.1347759,-82.2109907
96916,"96916-AC","USGS-410910080464500","MEANDER C RE AB DAM (L-1) NR MINERAL RIDGE OH",41.1528354,-80.7789695
72865,"72865-AA","USGS-411059081194900","LAKE ROCKWELL AB DAM NR KENT OH",41.1831118,-81.3301068
36554,"36554-AA","USGS-411205081271300","MEADOWBROOK LK AB DAM (L-1) NR STOW OH",41.201445,-81.4534456
2031,"2031-AA","USGS-411806080452800","MOSQUITO CREEK LK AB DAM NR WARREN OH",41.3017234,-80.7575807
871,"871-AA","USGS-412718081122600","PUNDERSON LK AT MIDPOINT NR NEWBURY OH",41.4550528,-81.2070462
3749,"3749-AA","USGS-413016081054200","EAST BRANCH RE AB DAM NR BURTON STATION OH",41.504498,-81.09482
2556,"2556-AA","USGS-413819084214500","HARRISON LK AT EAST END NR FAYETTE OH",41.6386618,-84.3624486
3207,"3207-AA","USGS-414055084433700","NETTLE LK NR MIDPOINT AT SITE L-1 OH",41.6819943,-84.7268994
409379,"409379-AA","USGS-342353096135301","02S-10E-11 BCB 2        ML #02 SITE 2",34.3981467,-96.2316614
409379,"409379-AA","USGS-342358096135701","02S-10E-11 BCB 1        ML #02 SITE 1",34.3995356,-96.2327726
401155,"401155-AA","USGS-342807096133301","01S-10E-14 CAB 1        ML #01 SITE 1",34.4687031,-96.2261078
408237,"408237-AA","USGS-343106096133801","01N-10E-35 BBD 1        ML #01 SITE 1",34.5184257,-96.227498
399459,"399459-AC","USGS-344704097123201","Pauls Valley Lake, Washington Ck, nr Pauls Valley",34.7845245,-97.2091898
388263,"388263-AE","USGS-345801095372301","06N-16E-28 BDA 3",34.9670416,-95.6233188
388263,"388263-AE","USGS-345802095372401","06N-16E-28 BDA 1",34.9673194,-95.6235966
388263,"388263-AE","USGS-345803095372501","06N-16E-28 BDA 2",34.9675971,-95.6238744
392811,"392811-AA","USGS-345906095042401","McAlester Coal Pond 1, Site  1",34.9850984,-95.0735729
392811,"392811-AA","USGS-345907095042101","McAlester Coal Pond 1, Site  3",34.9853762,-95.0727395
392811,"392811-AA","USGS-345908095042001","McAlester Coal Pond 1, Site  4",34.9856539,-95.0724617
