lakeid,sampledate,doc,no3no2,totpf,totpuf,flagdoc,flagno3no2,flagtotpf,flagtotpuf
MO,2019-09-05,,,,,,,,
MO,2019-09-05,,,,,,,,
MO,2019-09-05,,,,,,,,
MO,2019-09-05,,,,,,,,
MO,2019-09-05,,,,,,,,
MO,2019-09-05,,,,,,,,
MO,2019-09-05,,,,,,,,
MO,2019-09-05,,,,,,,,
MO,2019-09-05,,,,,,,,
MO,2019-09-05,,,,,,,,
MO,2019-09-05,,,,,,,,
MO,2019-09-05,,,,,,,,
MO,2019-10-07,,,,,,,,
MO,2019-10-07,,,,,,,,
MO,2019-10-07,,,,,,,,
MO,2019-10-07,,,,,,,,
MO,2019-10-07,,,,,,,,
MO,2019-10-07,,,,,,,,
MO,2019-10-07,,,,,,,,
MO,2019-10-07,,,,,,,,
MO,2019-10-07,,,,,,,,
MO,2019-10-07,,,,,,,,
MO,2019-10-07,,,,,,,,
MO,2019-10-07,,,,,,,,
MO,2019-10-07,,,,,,,,
MO,2019-10-07,,,,,,,,
MO,2019-10-07,,,,,,,,
MO,2019-10-07,,,,,,,,
MO,2019-10-07,,,,,,,,
MO,2019-10-07,,,,,,,,
MO,2019-10-07,,,,,,,,
MO,2019-10-07,,,,,,,,
MO,2019-10-07,,,,,,,,
MO,2019-10-07,,,,,,,,
MO,2019-10-07,,,,,,,,
MO,2019-10-07,,,,,,,,
MO,2019-10-29,,,,,,,,
MO,2019-10-29,,,,,,,,
MO,2019-10-29,,,,,,,,
MO,2019-10-29,,,,,,,,
MO,2019-10-29,,,,,,,,
MO,2019-10-29,,,,,,,,
MO,2019-10-29,,,,,,,,
MO,2019-10-29,,,,,,,,
MO,2019-10-29,,,,,,,,
MO,2019-10-29,,,,,,,,
MO,2019-10-29,,,,,,,,
MO,2019-10-29,,,,,,,,
MO,2019-10-29,,,,,,,,
MO,2019-10-29,,,,,,,,
MO,2019-10-29,,,,,,,,
MO,2019-10-29,,,,,,,,
MO,2019-10-29,,,,,,,,
MO,2019-10-29,,,,,,,,
MO,2019-10-29,,,,,,,,
MO,2019-10-29,,,,,,,,
MO,2019-10-29,,,,,,,,
MO,2019-10-29,,,,,,,,
MO,2019-10-29,,,,,,,,
MO,2019-10-29,,,,,,,,
MO,2019-11-25,,,,,,,,
MO,2019-11-25,,,,,,,,
MO,2019-11-25,,,,,,,,
MO,2019-11-25,,,,,,,,
MO,2019-11-25,,,,,,,,
MO,2019-11-25,,,,,,,,
MO,2019-11-25,,,,,,,,
MO,2019-11-25,,,,,,,,
MO,2019-11-25,,,,,,,,
MO,2019-11-25,,,,,,,,
MO,2019-11-25,,,,,,,,
MO,2019-11-25,,,,,,,,
MO,2019-11-25,,,,,,,,
MO,2019-11-25,,,,,,,,
MO,2019-11-25,,,,,,,,
MO,2019-11-25,,,,,,,,
MO,2019-11-25,,,,,,,,
MO,2019-11-25,,,,,,,,
MO,2019-11-25,,,,,,,,
MO,2019-11-25,,,,,,,,
MO,2019-11-25,,,,,,,,
MO,2020-02-27,,,,,,,,
MO,2020-02-27,,,,,,,,
MO,2020-02-27,,,,,,,,
MO,2020-02-27,,,,,,,,
MO,2020-02-27,,,,,,,,
MO,2020-02-27,,,,,,,,
MO,2020-02-27,,,,,,,,
MO,2020-02-27,,,,,,,,
MO,2020-02-27,,,,,,,,
MO,2020-02-27,,,,,,,,
MO,2020-02-27,,,,,,,,
MO,2020-02-27,,,,,,,,
MO,2020-02-27,,,,,,,,
MO,2020-02-27,,,,,,,,
MO,2020-02-27,,,,,,,,
MO,2020-02-27,,,,,,,,
MO,2020-02-27,,,,,,,,
MO,2020-02-27,,,,,,,,
MO,2020-02-27,,,,,,,,
MO,2020-02-27,,,,,,,,
MO,2020-02-27,,,,,,,,
MO,2020-02-27,,,,,,,,
MO,2020-02-27,,,,,,,,
MO,2020-05-12,,,,,,,,
MO,2020-05-12,,,,,,,,
MO,2020-05-12,,,,,,,,
MO,2020-05-12,,,,,,,,
MO,2020-05-12,,,,,,,,
MO,2020-05-12,,,,,,,,
MO,2020-05-12,,,,,,,,
MO,2020-05-12,,,,,,,,
MO,2020-05-12,,,,,,,,
MO,2020-05-12,,,,,,,,
MO,2020-05-12,,,,,,,,
MO,2020-05-12,,,,,,,,
MO,2020-05-12,,,,,,,,
MO,2020-05-12,,,,,,,,
MO,2020-05-12,,,,,,,,
MO,2020-05-12,,,,,,,,
MO,2020-05-12,,,,,,,,
MO,2020-05-12,,,,,,,,
MO,2020-05-12,,,,,,,,
MO,2020-05-12,,,,,,,,
MO,2020-05-12,,,,,,,,
MO,2020-05-12,,,,,,,,
MO,2020-05-12,,,,,,,,
MO,2020-07-09,,,,,,,,
MO,2020-07-09,,,,,,,,
MO,2020-07-09,,,,,,,,
MO,2020-07-09,,,,,,,,
MO,2020-07-09,,,,,,,,
MO,2020-07-09,,,,,,,,
MO,2020-07-09,,,,,,,,
MO,2020-07-09,,,,,,,,
MO,2020-07-09,,,,,,,,
MO,2020-07-09,,,,,,,,
MO,2020-07-09,,,,,,,,
MO,2020-07-09,,,,,,,,
MO,2020-07-09,,,,,,,,
MO,2020-07-09,,,,,,,,
MO,2020-07-09,,,,,,,,
MO,2020-07-09,,,,,,,,
MO,2020-07-09,,,,,,,,
MO,2020-07-09,,,,,,,,
MO,2020-07-09,,,,,,,,
MO,2020-07-09,,,,,,,,
MO,2020-07-09,,,,,,,,
MO,2020-07-09,,,,,,,,
MO,2020-09-17,,,,,,,,
MO,2020-09-17,,,,,,,,
MO,2020-09-17,,,,,,,,
MO,2020-09-17,,,,,,,,
MO,2020-09-17,,,,,,,,
MO,2020-09-17,,,,,,,,
MO,2020-09-17,,,,,,,,
MO,2020-09-17,,,,,,,,
MO,2020-09-17,,,,,,,,
MO,2020-09-17,,,,,,,,
MO,2020-09-17,,,,,,,,
MO,2020-09-17,,,,,,,,
MO,2020-09-17,,,,,,,,
MO,2020-09-17,,,,,,,,
MO,2020-09-17,,,,,,,,
MO,2020-09-17,,,,,,,,
MO,2020-09-17,,,,,,,,
MO,2020-09-17,,,,,,,,
MO,2020-09-17,,,,,,,,
MO,2020-09-17,,,,,,,,
MO,2020-09-17,,,,,,,,
MO,2020-09-17,,,,,,,,
MO,2020-09-17,,,,,,,,
MO,2020-09-17,,,,,,,,
MO,2020-11-05,,,,,,,,
MO,2020-11-05,,,,,,,,
MO,2020-11-05,,,,,,,,
MO,2020-11-05,,,,,,,,
MO,2020-11-05,,,,,,,,
MO,2020-11-05,,,,,,,,
MO,2020-11-05,,,,,,,,
MO,2020-11-05,,,,,,,,
MO,2020-11-05,,,,,,,,
MO,2020-11-05,,,,,,,,
MO,2020-11-05,,,,,,,,
MO,2020-11-05,,,,,,,,
MO,2020-11-05,,,,,,,,
MO,2020-11-05,,,,,,,,
MO,2020-11-05,,,,,,,,
MO,2020-11-05,,,,,,,,
MO,2020-11-05,,,,,,,,
MO,2020-11-05,,,,,,,,
MO,2020-11-05,,,,,,,,
MO,2020-11-05,,,,,,,,
MO,2020-11-05,,,,,,,,
MO,2020-11-05,,,,,,,,
MO,2020-11-05,,,,,,,,
MO,2020-11-05,,,,,,,,
SP,2012-01-12,3.06,5,5,10,,,E,
SP,2012-01-12,,,,,,,,
SP,2012-01-12,,,,,,,,
SP,2012-01-12,,,,,,,,
SP,2012-01-12,,,,,,,,
SP,2012-01-12,,,,,,,,
SP,2012-01-12,,,,,,,,
SP,2012-01-12,,,,,,,,
SP,2012-01-12,,,,,,,,
SP,2012-01-12,,,,,,,,
SP,2012-01-12,2.63,12,5,8,,,,
SP,2012-01-12,,,,,,,,
SP,2012-01-12,,,,,,,,
SP,2012-01-12,,,,,,,,
SP,2012-01-12,,,,,,,,
SP,2012-01-12,,,,,,,,
SP,2012-01-12,,,,,,,,
SP,2012-01-12,,,,,,,,
SP,2012-01-12,2.59,3,4,42,,,N,N
SP,2012-02-21,2.62,8,0,0,,,X,NX
SP,2012-02-21,,,,,,,,
SP,2012-02-21,,,,,,,,
SP,2012-02-21,,,,,,,,
SP,2012-02-21,,,,,,,,
SP,2012-02-21,,,,,,,,
SP,2012-02-21,,,,,,,,
SP,2012-02-21,,,,,,,,
SP,2012-02-21,,,,,,,,
SP,2012-02-21,,,,,,,,
SP,2012-02-21,2.45,51,0,0,,,X,X
SP,2012-02-21,,,,,,,,
SP,2012-02-21,,,,,,,,
SP,2012-02-21,,,,,,,,
SP,2012-02-21,,,,,,,,
SP,2012-02-21,,,,,,,,
SP,2012-02-21,,,,,,,,
SP,2012-02-21,2.39,5,29,55,,,,
SP,2012-02-21,,,,,,,,
SP,2012-04-02,2.82,52,0,0,,,X,X
SP,2012-04-02,,,,,,,,
SP,2012-04-02,,,,,,,,
SP,2012-04-02,,,,,,,,
SP,2012-04-02,,,,,,,,
SP,2012-04-02,,,,,,,,
SP,2012-04-02,,,,,,,,
SP,2012-04-02,,,,,,,,
SP,2012-04-02,,,,,,,,
SP,2012-04-02,,,,,,,,
SP,2012-04-02,2.51,55,0,0,,,X,X
SP,2012-04-02,,,,,,,,
SP,2012-04-02,,,,,,,,
SP,2012-04-02,,,,,,,,
SP,2012-04-02,,,,,,,,
SP,2012-04-02,,,,,,,,
SP,2012-04-02,,,,,,,,
SP,2012-04-02,,,,,,,,
SP,2012-04-02,2.81,57,0,0,,,X,EX
SP,2012-04-17,,,,,,,,
SP,2012-04-17,,,,,,,,
SP,2012-04-17,,,,,,,,
SP,2012-04-17,,,,,,,,
SP,2012-04-17,,,,,,,,
SP,2012-04-17,,,,,,,,
SP,2012-04-17,,,,,,,,
SP,2012-04-17,,,,,,,,
SP,2012-04-17,,,,,,,,
SP,2012-04-17,,,,,,,,
SP,2012-04-17,,,,,,,,
SP,2012-04-17,,,,,,,,
SP,2012-04-17,,,,,,,,
SP,2012-04-17,,,,,,,,
SP,2012-04-17,,,,,,,,
SP,2012-04-17,,,,,,,,
SP,2012-04-17,,,,,,,,
SP,2012-04-17,,,,,,,,
SP,2012-04-17,,,,,,,,
SP,2012-05-02,2.62,2,0,0,,L,X,X
SP,2012-05-02,,,,,,,,
SP,2012-05-02,,,,,,,,
SP,2012-05-02,,,,,,,,
SP,2012-05-02,,,,,,,,
SP,2012-05-02,,,,,,,,
SP,2012-05-02,,,,,,,,
SP,2012-05-02,,,,,,,,
SP,2012-05-02,,,,,,,,
SP,2012-05-02,,,,,,,,
SP,2012-05-02,2.74,12,0,0,,,X,X
SP,2012-05-02,,,,,,,,
SP,2012-05-02,,,,,,,,
SP,2012-05-02,,,,,,,,
SP,2012-05-02,,,,,,,,
SP,2012-05-02,,,,,,,,
SP,2012-05-02,,,,,,,,
SP,2012-05-02,,,,,,,,
SP,2012-05-02,,,,,,,,
SP,2012-05-16,,,,,,,,
SP,2012-05-16,,,,,,,,
SP,2012-05-16,,,,,,,,
SP,2012-05-16,,,,,,,,
SP,2012-05-16,,,,,,,,
SP,2012-05-16,,,,,,,,
SP,2012-05-16,,,,,,,,
SP,2012-05-16,,,,,,,,
SP,2012-05-16,,,,,,,,
SP,2012-05-16,,,,,,,,
SP,2012-05-16,,,,,,,,
SP,2012-05-16,,,,,,,,
SP,2012-05-16,,,,,,,,
SP,2012-05-16,,,,,,,,
SP,2012-05-16,,,,,,,,
SP,2012-05-16,,,,,,,,
SP,2012-05-16,,,,,,,,
SP,2012-05-16,,,,,,,,
SP,2012-05-16,,,,,,,,
SP,2012-05-31,2.49,6,0,0,,N,X,X
SP,2012-05-31,,,,,,,,
SP,2012-05-31,,,,,,,,
SP,2012-05-31,,,,,,,,
SP,2012-05-31,,,,,,,,
SP,2012-05-31,2.47,1,0,0,,NX,X,EX
SP,2012-05-31,,,,,,,,
SP,2012-05-31,,,,,,,,
SP,2012-05-31,2.53,0,0,0,,NX,X,X
SP,2012-05-31,,,,,,,,
SP,2012-05-31,2.50,2,0,0,,N,X,X
SP,2012-05-31,,,,,,,,
SP,2012-05-31,2.62,2,0,0,,N,X,ELX
SP,2012-05-31,,,,,,,,
SP,2012-05-31,,,,,,,,
SP,2012-05-31,,,,,,,,
SP,2012-05-31,,,,,,,,
SP,2012-05-31,,,,,,,,
SP,2012-05-31,2.33,31,0,0,,N,X,X
SP,2012-06-14,,,,,,,,
SP,2012-06-14,,,,,,,,
SP,2012-06-14,,,,,,,,
SP,2012-06-14,,,,,,,,
SP,2012-06-14,,,,,,,,
SP,2012-06-14,,,,,,,,
SP,2012-06-14,,,,,,,,
SP,2012-06-14,,,,,,,,
SP,2012-06-14,,,,,,,,
SP,2012-06-14,,,,,,,,
SP,2012-06-14,,,,,,,,
SP,2012-06-14,,,,,,,,
SP,2012-06-14,,,,,,,,
SP,2012-06-14,,,,,,,,
SP,2012-06-14,,,,,,,,
SP,2012-06-14,,,,,,,,
SP,2012-06-14,,,,,,,,
SP,2012-06-14,,,,,,,,
SP,2012-06-14,,,,,,,,
SP,2012-06-27,2.73,4,0,0,,N,X,X
SP,2012-06-27,,,,,,,,
SP,2012-06-27,,,,,,,,
SP,2012-06-27,,,,,,,,
SP,2012-06-27,,,,,,,,
SP,2012-06-27,2.88,4,0,0,,N,X,X
SP,2012-06-27,,,,,,,,
SP,2012-06-27,,,,,,,,
SP,2012-06-27,2.90,1,0,0,,NX,X,X
SP,2012-06-27,,,,,,,,
SP,2012-06-27,,,,,,,,
SP,2012-06-27,,,,,,,,
SP,2012-06-27,2.69,1,13,0,,NLX,L,X
SP,2012-06-27,,,,,,,,
SP,2012-06-27,,,,,,,,
SP,2012-06-27,2.50,22,8,17,,N,,
SP,2012-06-27,,,,,,,,
SP,2012-06-27,,,,,,,,
SP,2012-06-27,2.54,16,0,18,,N,X,E
SP,2012-07-12,,,,,,,,
SP,2012-07-12,,,,,,,,
SP,2012-07-12,,,,,,,,
SP,2012-07-12,,,,,,,,
SP,2012-07-12,,,,,,,,
SP,2012-07-12,,,,,,,,
SP,2012-07-12,,,,,,,,
SP,2012-07-12,,,,,,,,
SP,2012-07-12,,,,,,,,
SP,2012-07-12,,,,,,,,
SP,2012-07-12,,,,,,,,
SP,2012-07-12,,,,,,,,
SP,2012-07-12,,,,,,,,
SP,2012-07-12,,,,,,,,
SP,2012-07-12,,,,,,,,
SP,2012-07-12,,,,,,,,
SP,2012-07-12,,,,,,,,
SP,2012-07-12,,,,,,,,
SP,2012-07-12,,,,,,,,
SP,2012-07-25,2.94,3,1,2,,N,NX,NX
SP,2012-07-25,,,,,,,,
SP,2012-07-25,,,,,,,,
SP,2012-07-25,,,,,,,,
SP,2012-07-25,,,,,,,,
SP,2012-07-25,3.01,9,1,2,,N,NX,NX
SP,2012-07-25,,,,,,,,
SP,2012-07-25,,,,,,,,
SP,2012-07-25,,,,,,,,
SP,2012-07-25,,,,,,,,
SP,2012-07-25,3.10,0,0,0,,NX,X,X
SP,2012-07-25,,,,,,,,
SP,2012-07-25,2.89,1,0,0,,NX,X,X
SP,2012-07-25,,,,,,,,
SP,2012-07-25,,,,,,,,
SP,2012-07-25,2.86,11,0,0,,N,X,X
SP,2012-07-25,,,,,,,,
SP,2012-07-25,,,,,,,,
SP,2012-07-25,2.68,4,35,57,,N,,
SP,2012-08-09,,,,,,,,
SP,2012-08-09,,,,,,,,
SP,2012-08-09,,,,,,,,
SP,2012-08-09,,,,,,,,
SP,2012-08-09,,,,,,,,
SP,2012-08-09,,,,,,,,
SP,2012-08-09,,,,,,,,
SP,2012-08-09,,,,,,,,
SP,2012-08-09,,,,,,,,
SP,2012-08-09,,,,,,,,
SP,2012-08-09,,,,,,,,
SP,2012-08-09,,,,,,,,
SP,2012-08-09,,,,,,,,
SP,2012-08-09,,,,,,,,
SP,2012-08-09,,,,,,,,
SP,2012-08-09,,,,,,,,
SP,2012-08-09,,,,,,,,
SP,2012-08-09,,,,,,,,
SP,2012-08-09,,,,,,,,
SP,2012-08-23,2.71,0,0,0,,X,X,X
SP,2012-08-23,,,,,,,,
SP,2012-08-23,,,,,,,,
SP,2012-08-23,,,,,,,,
SP,2012-08-23,,,,,,,,
SP,2012-08-23,,,,,,,,
SP,2012-08-23,,,,,,,,
SP,2012-08-23,,,,,,,,
SP,2012-08-23,2.75,0,0,0,,X,X,X
SP,2012-08-23,,,,,,,,
SP,2012-08-23,2.75,0,0,0,,EX,X,EX
SP,2012-08-23,,,,,,,,
SP,2012-08-23,2.63,0,0,0,,X,X,X
SP,2012-08-23,,,,,,,,
SP,2012-08-23,,,,,,,,
SP,2012-08-23,2.23,0,0,1,,X,X,X
SP,2012-08-23,,,,,,,,
SP,2012-08-23,,,,,,,,
SP,2012-08-23,2.46,0,14,21,,X,,
SP,2012-09-05,,,,,,,,
SP,2012-09-05,,,,,,,,
SP,2012-09-05,,,,,,,,
SP,2012-09-05,,,,,,,,
SP,2012-09-05,,,,,,,,
SP,2012-09-05,,,,,,,,
SP,2012-09-05,,,,,,,,
SP,2012-09-05,,,,,,,,
SP,2012-09-05,,,,,,,,
SP,2012-09-05,,,,,,,,
SP,2012-09-05,,,,,,,,
SP,2012-09-05,,,,,,,,
SP,2012-09-05,,,,,,,,
SP,2012-09-05,,,,,,,,
SP,2012-09-05,,,,,,,,
SP,2012-09-05,,,,,,,,
SP,2012-09-05,,,,,,,,
SP,2012-09-05,,,,,,,,
SP,2012-09-05,,,,,,,,
SP,2012-09-17,2.82,1,4,6,G,X,N,N
SP,2012-09-17,,,,,,,,
SP,2012-09-17,,,,,,,,
SP,2012-09-17,,,,,,,,
SP,2012-09-17,,,,,,,,
SP,2012-09-17,,,,,,,,
SP,2012-09-17,,,,,,,,
SP,2012-09-17,,,,,,,,
SP,2012-09-17,,,,,,,,
SP,2012-09-17,,,,,,,,
SP,2012-09-17,2.95,2,0,0,G,,X,X
SP,2012-09-17,,,,,,,,
SP,2012-09-17,2.56,1,0,0,G,X,X,X
SP,2012-09-17,,,,,,,,
SP,2012-09-17,,,,,,,,
SP,2012-09-17,2.36,1,12,26,G,X,,
SP,2012-09-17,,,,,,,,
SP,2012-09-17,,,,,,,,
SP,2012-09-17,3.02,1,112,140,G,X,,
SP,2012-10-04,,,,,,,,
SP,2012-10-04,,,,,,,,
SP,2012-10-04,,,,,,,,
SP,2012-10-04,,,,,,,,
SP,2012-10-04,,,,,,,,
SP,2012-10-04,,,,,,,,
SP,2012-10-04,,,,,,,,
SP,2012-10-04,,,,,,,,
SP,2012-10-04,,,,,,,,
SP,2012-10-04,,,,,,,,
SP,2012-10-04,,,,,,,,
SP,2012-10-04,,,,,,,,
SP,2012-10-04,,,,,,,,
SP,2012-10-04,,,,,,,,
SP,2012-10-04,,,,,,,,
SP,2012-10-04,,,,,,,,
SP,2012-10-04,,,,,,,,
SP,2012-10-04,,,,,,,,
SP,2012-10-04,,,,,,,,
SP,2012-10-19,2.76,34,3,6,,,,
SP,2012-10-19,,,,,,,,
SP,2012-10-19,,,,,,,,
SP,2012-10-19,,,,,,,,
SP,2012-10-19,,,,,,,,
SP,2012-10-19,,,,,,,,
SP,2012-10-19,,,,,,,,
SP,2012-10-19,,,,,,,,
SP,2012-10-19,,,,,,,,
SP,2012-10-19,,,,,,,,
SP,2012-10-19,2.56,13,3,6,,E,,
SP,2012-10-19,,,,,,,,
SP,2012-10-19,,,,,,,,
SP,2012-10-19,,,,,,,,
SP,2012-10-19,,,,,,,,
SP,2012-10-19,,,,,,,,
SP,2012-10-19,,,,,,,,
SP,2012-10-19,2.70,0,23,39,,X,L,L
SP,2012-10-31,,,,,,,,
SP,2012-10-31,,,,,,,,
SP,2012-10-31,,,,,,,,
SP,2012-10-31,,,,,,,,
SP,2012-10-31,,,,,,,,
SP,2012-10-31,,,,,,,,
SP,2012-10-31,,,,,,,,
SP,2012-10-31,,,,,,,,
SP,2012-10-31,,,,,,,,
SP,2012-10-31,,,,,,,,
SP,2012-10-31,,,,,,,,
SP,2012-10-31,,,,,,,,
SP,2012-10-31,,,,,,,,
SP,2012-10-31,,,,,,,,
SP,2012-10-31,,,,,,,,
SP,2012-10-31,,,,,,,,
SP,2012-10-31,,,,,,,,
SP,2012-10-31,,,,,,,,
SP,2012-10-31,,,,,,,,
SP,2012-11-12,2.69,6,4,8,,,,
SP,2012-11-12,,,,,,,,
SP,2012-11-12,,,,,,,,
SP,2012-11-12,,,,,,,,
SP,2012-11-12,,,,,,,,
SP,2012-11-12,,,,,,,,
SP,2012-11-12,,,,,,,,
SP,2012-11-12,,,,,,,,
SP,2012-11-12,,,,,,,,
SP,2012-11-12,,,,,,,,
SP,2012-11-12,2.79,13,3,10,,L,,
SP,2012-11-12,,,,,,,,
SP,2012-11-12,,,,,,,,
SP,2012-11-12,,,,,,,,
SP,2012-11-12,,,,,,,,
SP,2012-11-12,,,,,,,,
SP,2012-11-12,,,,,,,,
SP,2012-11-12,,,,,,,,
SP,2012-11-12,2.81,8,4,10,,,,
SP,2013-01-14,2.78,17,6,8,,E,,E
SP,2013-01-14,,,,,,,,
SP,2013-01-14,,,,,,,,
SP,2013-01-14,,,,,,,,
SP,2013-01-14,,,,,,,,
SP,2013-01-14,,,,,,,,
SP,2013-01-14,,,,,,,,
SP,2013-01-14,,,,,,,,
SP,2013-01-14,,,,,,,,
SP,2013-01-14,,,,,,,,
SP,2013-01-14,2.85,15,5,9,,,,
SP,2013-01-14,,,,,,,,
SP,2013-01-14,,,,,,,,
SP,2013-01-14,,,,,,,,
SP,2013-01-14,,,,,,,,
SP,2013-01-14,,,,,,,,
SP,2013-01-14,,,,,,,,
SP,2013-01-14,,,,,,,,
SP,2013-01-14,3.32,4,10,41,,,,NE
SP,2013-02-25,2.71,15,0,2,,,X,X
SP,2013-02-25,,,,,,,,
SP,2013-02-25,,,,,,,,
SP,2013-02-25,,,,,,,,
SP,2013-02-25,,,,,,,,
SP,2013-02-25,,,,,,,,
SP,2013-02-25,,,,,,,,
SP,2013-02-25,,,,,,,,
SP,2013-02-25,,,,,,,,
SP,2013-02-25,,,,,,,,
SP,2013-02-25,2.82,79,4,8,,,,
SP,2013-02-25,,,,,,,,
SP,2013-02-25,,,,,,,,
SP,2013-02-25,,,,,,,,
SP,2013-02-25,,,,,,,,
SP,2013-02-25,,,,,,,,
SP,2013-02-25,,,,,,,,
SP,2013-02-25,,,,,,,,
SP,2013-02-25,3.46,64,145,185,,NL,N,N
SP,2013-03-29,10.78,32,0,0,,,X,X
SP,2013-03-29,,,,,,,,
SP,2013-03-29,,,,,,,,
SP,2013-03-29,,,,,,,,
SP,2013-03-29,,,,,,,,
SP,2013-03-29,,,,,,,,
SP,2013-03-29,,,,,,,,
SP,2013-03-29,,,,,,,,
SP,2013-03-29,,,,,,,,
SP,2013-03-29,,,,,,,,
SP,2013-03-29,11.51,93,10,13,,E,,N
SP,2013-03-29,,,,,,,,
SP,2013-03-29,,,,,,,,
SP,2013-03-29,,,,,,,,
SP,2013-03-29,,,,,,,,
SP,2013-03-29,,,,,,,,
SP,2013-03-29,,,,,,,,
SP,2013-03-29,,,,,,,,
SP,2013-03-29,19.80,5,199,188,,,N,EN
SP,2013-05-16,2.81,24,0,0,,N,X,X
SP,2013-05-16,,,,,,,,
SP,2013-05-16,,,,,,,,
SP,2013-05-16,,,,,,,,
SP,2013-05-16,,,,,,,,
SP,2013-05-16,,,,,,,,
SP,2013-05-16,,,,,,,,
SP,2013-05-16,,,,,,,,
SP,2013-05-16,,,,,,,,
SP,2013-05-16,,,,,,,,
SP,2013-05-16,2.31,18,0,5,,,X,
SP,2013-05-16,,,,,,,,
SP,2013-05-16,,,,,,,,
SP,2013-05-16,,,,,,,,
SP,2013-05-16,,,,,,,,
SP,2013-05-16,,,,,,,,
SP,2013-05-16,,,,,,,,
SP,2013-05-16,,,,,,,,
SP,2013-05-16,2.38,22,0,1,,,X,X
SP,2013-05-29,,,,,,,,
SP,2013-05-29,,,,,,,,
SP,2013-05-29,,,,,,,,
SP,2013-05-29,,,,,,,,
SP,2013-05-29,,,,,,,,
SP,2013-05-29,,,,,,,,
SP,2013-05-29,,,,,,,,
SP,2013-05-29,,,,,,,,
SP,2013-05-29,,,,,,,,
SP,2013-05-29,,,,,,,,
SP,2013-05-29,,,,,,,,
SP,2013-05-29,,,,,,,,
SP,2013-05-29,,,,,,,,
SP,2013-05-29,,,,,,,,
SP,2013-05-29,,,,,,,,
SP,2013-05-29,,,,,,,,
SP,2013-05-29,,,,,,,,
SP,2013-05-29,,,,,,,,
SP,2013-05-29,,,,,,,,
SP,2013-06-11,2.89,1,0,0,,X,X,X
SP,2013-06-11,,,,,,,,
SP,2013-06-11,,,,,,,,
SP,2013-06-11,4.22,1,0,1,,X,X,X
SP,2013-06-11,,,,,,,,
SP,2013-06-11,3.11,1,0,4,,EX,EX,
SP,2013-06-11,,,,,,,,
SP,2013-06-11,,,,,,,,
SP,2013-06-11,3.24,1,0,6,,X,X,
SP,2013-06-11,,,,,,,,
SP,2013-06-11,,,,,,,,
SP,2013-06-11,,,,,,,,
SP,2013-06-11,2.74,93,1,6,,,X,
SP,2013-06-11,,,,,,,,
SP,2013-06-11,,,,,,,,
SP,2013-06-11,,,,,,,,
SP,2013-06-11,,,,,,,,
SP,2013-06-11,,,,,,,,
SP,2013-06-11,3.20,21,2,14,,,X,
SP,2013-06-25,,,,,,,,
SP,2013-06-25,,,,,,,,
SP,2013-06-25,,,,,,,,
SP,2013-06-25,,,,,,,,
SP,2013-06-25,,,,,,,,
SP,2013-06-25,,,,,,,,
SP,2013-06-25,,,,,,,,
SP,2013-06-25,,,,,,,,
SP,2013-06-25,,,,,,,,
SP,2013-06-25,,,,,,,,
SP,2013-06-25,,,,,,,,
SP,2013-06-25,,,,,,,,
SP,2013-06-25,,,,,,,,
SP,2013-06-25,,,,,,,,
SP,2013-06-25,,,,,,,,
SP,2013-06-25,,,,,,,,
SP,2013-06-25,,,,,,,,
SP,2013-06-25,,,,,,,,
SP,2013-06-25,,,,,,,,
SP,2013-07-08,2.93,7,0,0,,,X,X
SP,2013-07-08,,,,,,,,
SP,2013-07-08,,,,,,,,
SP,2013-07-08,2.91,5,0,0,,,X,X
SP,2013-07-08,,,,,,,,
SP,2013-07-08,,,,,,,,
SP,2013-07-08,,,,,,,,
SP,2013-07-08,,,,,,,,
SP,2013-07-08,2.68,2,0,3,,,X,
SP,2013-07-08,,,,,,,,
SP,2013-07-08,2.57,5,7,4,,,N,
SP,2013-07-08,,,,,,,,
SP,2013-07-08,,,,,,,,
SP,2013-07-08,,,,,,,,
SP,2013-07-08,,,,,,,,
SP,2013-07-08,2.24,19,0,7,,,EX,
SP,2013-07-08,,,,,,,,
SP,2013-07-08,,,,,,,,
SP,2013-07-08,2.20,3,0,13,,,X,
SP,2013-07-23,,,,,,,,
SP,2013-07-23,,,,,,,,
SP,2013-07-23,,,,,,,,
SP,2013-07-23,,,,,,,,
SP,2013-07-23,,,,,,,,
SP,2013-07-23,,,,,,,,
SP,2013-07-23,,,,,,,,
SP,2013-07-23,,,,,,,,
SP,2013-07-23,,,,,,,,
SP,2013-07-23,,,,,,,,
SP,2013-07-23,,,,,,,,
SP,2013-07-23,,,,,,,,
SP,2013-07-23,,,,,,,,
SP,2013-07-23,,,,,,,,
SP,2013-07-23,,,,,,,,
SP,2013-07-23,,,,,,,,
SP,2013-07-23,,,,,,,,
SP,2013-07-23,,,,,,,,
SP,2013-07-23,,,,,,,,
SP,2013-08-05,3.31,1,2,3,,X,X,
SP,2013-08-05,,,,,,,,
SP,2013-08-05,,,,,,,,
SP,2013-08-05,,,,,,,,
SP,2013-08-05,,,,,,,,
SP,2013-08-05,3.12,1,1,4,,X,X,
SP,2013-08-05,,,,,,,,
SP,2013-08-05,,,,,,,,
SP,2013-08-05,3.06,5,2,4,,NL,X,
SP,2013-08-05,,,,,,,,
SP,2013-08-05,,,,,,,,
SP,2013-08-05,,,,,,,,
